id,name,name_native,name_romaji,birth_year,death_year,trained_from_est,locality,styles,primary_style,family,generation,n_students,n_descendants,connected,honours,legendary,added_by_research,wikipedia_url
Q6782576,Masanobu Kikukawa,喜久川政信,,1954,,1979,,shorin-ryu|okinawan-kobudo|karate-generic|okinawan-karate-generic|te|kobayashi-shorin-ryu,shorin-ryu,shuri-te,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Masanobu_Kikukawa
J0004,Masanobu Miyahira,宮平昌信,Miyahira Masanobu,,,,,matayoshi-kobudo,matayoshi-kobudo,kobudo,16,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0138,Masanobu Shinjo,,,1938,1993,,,goju-ryu,goju-ryu,naha-te,14,6,6,yes,,,yes,
B0027,Masanori Ishikawa,,,,,,,matsubayashi-ryu,matsubayashi-ryu,shuri-te,15,0,0,yes,,,yes,
A0193,Masao Kagawa,香川政夫,,1955,,,,shotokan|asai-ryu,shotokan,japanese,18,0,0,yes,,,yes,https://ja.wikipedia.org/wiki/%E9%A6%99%E5%B7%9D%E6%94%BF%E5%A4%AB
C00342,Masao Kawasoe,,,1945,,,,karate-generic,karate-generic,other,18,0,0,yes,,,,
C00343,Masao Kinjo,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
B0019,Masao Kobayashi,,,,,,,matsubayashi-ryu,matsubayashi-ryu,shuri-te,15,0,0,yes,,,yes,
C00344,Masao Mizutani,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
A0063,Masao Shima,,,,,,,matsubayashi-ryu,matsubayashi-ryu,shuri-te,15,2,2,yes,,,yes,
R0024,Masao Tateishi,,,,,,"Osaka, Japan",motobu-ha-shito-ryu,motobu-ha-shito-ryu,japanese,0,1,1,yes,,,yes,
C00345,Masao Yonamine,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
Q23688927,Masaru Shintani,新谷勝,,1927,2000,1952,,wado-ryu|karate-generic|shorin-ryu|te|shintani-wado-kai,wado-ryu,japanese,15,2,2,yes,,,,https://en.wikipedia.org/wiki/Masaru_Shintani
C00346,Masaru Takamura,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
J0132,Masaru Watanabe,渡辺勝,,,,,,seiki-kai-shito-ryu,seiki-kai-shito-ryu,japanese,13,0,0,yes,,,yes,
C00347,Masaru Yonamine,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
R0142,Masashi Ishibashi,石橋雅史,,1933,2018,,Tokyo,goju-ryu|kyokushin,goju-ryu,naha-te,16,4,20,yes,,,yes,
A0139,Masashi Shinjo,,,,,,,goju-ryu,goju-ryu,naha-te,15,0,0,yes,,,yes,
R0036,Masataka Mori,,,1932,2018,,"Fukuoka, Japan; New York and Closter, New Jersey, United Sta",jka,jka,japanese,16,1,1,yes,,,yes,
J0115,Masatomo Nakamura,中村政友,,,,,Okinawa,okinawan-kobudo,okinawan-kobudo,kobudo,0,1,1,yes,,,yes,
R0031,Masatomo Takagi,高木正朝,,,,,"Tokyo, Japan",jka,jka,japanese,14,0,0,yes,,,yes,
Q384558,Masatoshi Nakayama,中山正敏,,1913,1987,1938,,shotokan|karate-generic|okinawan-kobudo|japanese-karate-generic|shotokai|te|jka,shotokan,japanese,15,47,83,yes,,,,https://en.wikipedia.org/wiki/Masatoshi_Nakayama
R0143,Masatoshi Yamada,山田雅稔,,1953,,,Tokyo Jōsai branch,iko-1,iko-1,kyokushin,16,4,6,yes,,,yes,
J0038,Masatsune Chinen,知念正常,Chinen Masatsune,,2016,,,goju-ryu,goju-ryu,naha-te,,0,0,,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
J0096,Masaushi Yonaha,与那覇政牛,,,,,Okinawa,yamanni-ryu,yamanni-ryu,kobudo,6,0,0,yes,,,yes,
Q1584213,Masayuki Hisataka,久高正之,,1940,,1965,,shorinjiryu-kenkokan|japanese-karate-generic|karate-generic|shorinji-ryu|te|koshiki-karatedo,shorinjiryu-kenkokan,shuri-te,15,1,1,yes,,,,https://en.wikipedia.org/wiki/Masayuki_Hisataka
N0209,Masayuki Kinjo,,,1904,,,,,,,,0,0,,,,yes,
C00358,Matsu Kanagusuku,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
C00359,Matsu Kinjo,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
R0089,Matsuda Hirokazu,松田広和,,1971,,,Okinawa,kobayashi-shorin-ryu,kobayashi-shorin-ryu,shuri-te,18,0,0,yes,,,yes,
C00362,Matsuo Kawada,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
C00363,Matsutaro Ire,,,1879,1971,,,karate-generic,karate-generic,other,1,5,5,yes,,,,
N0146,Matsuzo Akarie,,,1889,1922,,,,,,,0,0,,,,yes,
A0052,Matt Larsen,,,,,,,shobayashi-shorin-ryu,shobayashi-shorin-ryu,shuri-te,17,0,0,yes,,,yes,
R0244,Maurice Roggero,,,,,,France,,,,18,0,0,yes,,,yes,
C9000,Meiji Suzuki,,,,,,,mugendo|wado-ryu,mugendo,japanese,,0,0,,,,yes,
Q6810356,Meitatsu Yagi,八木明達,,1944,,1969,Naha,goju-ryu|shorin-ryu|uechi-ryu|okinawan-kobudo|goju-kai|karate-generic|meibukan|okinawan-karate-generic|te|imgka,goju-ryu,naha-te,13,2,2,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,https://en.wikipedia.org/wiki/Meitatsu_Yagi
A0134,Meitetsu Yagi,八木明哲,,1949,2024,,,goju-ryu|meibukan,goju-ryu,naha-te,13,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
Q16016038,Meitoku Yagi,八木明徳,,1912,2003,1937,Naha,goju-ryu|karate-generic|meibukan|okinawan-karate-generic|te,goju-ryu,naha-te,12,16,30,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,https://en.wikipedia.org/wiki/Meitoku_Yagi
C00364,Meiyu Kinjo,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
C00365,Meiyu Takara,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
N0222,Miao Xing,妙興,,1891,1927,,,luohan-quan,luohan-quan,chinese,0,1,765,yes,,,yes,
Q6830460,Michael G Foster,,Michael G. Foster,1940,2021,1965,,yoshukai|goju-ryu|chito-ryu|okinawan-kobudo|japanese-karate-generic|karate-generic|te|yoshukai-international,yoshukai,japanese,14,0,0,yes,,,,https://en.wikipedia.org/wiki/Michael_G._Foster
A0160,Michael Gneck,,,,,,,shorin-ryu,shorin-ryu,shuri-te,0,1,1,yes,,,yes,
Q6832665,Michael McDonald,,,1965,,1990,,te,te,te,21,0,0,yes,,,,https://en.wikipedia.org/wiki/Michael_McDonald
J0184,Michel Wedel,ミッシェル・ウェーデル,,1958,,,"Netherlands (later Michigan, USA)",kyokushin,kyokushin,kyokushin,16,0,0,yes,,,yes,
J0094,Michio Yamada,山田道夫,,,,,Tottori Prefecture,kojo-ryu,kojo-ryu,te,8,0,0,yes,,,yes,
A0226,Mie Nakayama,中山三枝,,,,,,hayashi-ha-shito-ryu|shito-ryu,hayashi-ha-shito-ryu,japanese,17,0,0,yes,,,yes,
C00366,Miinshiin Higa,,,,,,,karate-generic,karate-generic,other,2,1,7,yes,,,,
R0188,Mike Sadler,,,1948,2020,,United States,yoshukai,yoshukai,japanese,14,0,0,yes,,,yes,
Q3857461,Mike Stone,,,1943,,1976,,karate-generic|te,te,te,1,0,0,yes,,,,https://en.wikipedia.org/wiki/Mike_Stone
W0001,Miki Jisaburo,,,,,,,karate-generic,karate-generic,other,7,0,0,yes,,,yes,
R0243,Mikio Sueyoshi,末吉幹雄,,,,,"Yomitan / Okinawa, Japan",,,,18,0,0,yes,,,yes,
Q665589,Mikio Yahara,矢原美紀夫,,1947,,1972,,shotokan|japanese-karate-generic|karate-generic|te|kwf,shotokan,japanese,16,1,1,yes,,,,https://en.wikipedia.org/wiki/Mikio_Yahara
R0181,Minh Tran Hieu,,,1953,,,France,wado-ryu,wado-ryu,japanese,17,0,0,yes,,,yes,
Q6869269,Minoru Higa,比嘉稔,,1941,,1966,Naha,shorin-ryu|ryukyu-kobudo|okinawan-kobudo|japanese-karate-generic|shorin-ryu-kyudokan|karate-generic|okinawan-karate-generic|scrape-artefact|te,shorin-ryu,shuri-te,19,1,1,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,https://en.wikipedia.org/wiki/Minoru_Higa
Q1937515,Minoru Kawawada,川和田実,,1952,,1977,,shotokan|karate-generic|japanese-karate-generic|te,shotokan,japanese,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Minoru_Kawawada
C00228,Minoru Kinjo,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
J0041,Minoru Miyagi,宮城實,Miyagi Minoru,1941,,,,uechi-ryu,uechi-ryu,uechi-ryu,9,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
Q1937662,Minoru Mochizuki,望月稔,,1907,2003,1932,,shotokan|okinawan-kobudo|karate-generic|katori-shinto-ryu|te,shotokan,japanese,14,2,8,yes,,,,https://en.wikipedia.org/wiki/Minoru_Mochizuki
C00368,Minoru Nakazato,仲里稔,,,,,,karate-generic|shorin-ryu-shorinkan,shorin-ryu-shorinkan,shuri-te,17,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
C00047,Minoru Yamada,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
A0206,Mir-Ali Seyidov,Mirəli Seyidov,,1956,2026,,,karate-generic,karate-generic,other,0,1,2,yes,,,yes,"https://ru.wikipedia.org/wiki/Сейидов,_Мирали_Мирджалал_оглы"
Q703827,Mitsuharu Misawa,三沢光晴,,1962,2009,1987,Naha,te,te,te,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Mitsuharu_Misawa
C00369,Mitsuhiko Kinjo,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
C00370,Mitsuo Inoue,,,,,,,karate-generic,karate-generic,other,7,0,0,yes,,,,
J0034,Mitsuo Kakazu,嘉数光雄,Kakazu Mitsuo,,,,,okinawan-kobudo,okinawan-kobudo,kobudo,15,1,2,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
C00371,Mitsuo Miyazato,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
R0044,Mitsuru Nagaki,,,1950,,,"Ehime Prefecture, Japan",jska,jska,japanese,17,0,0,yes,,,yes,
Q3317210,Mitsusuke Harada,原田満祐,,1928,2021,1953,Shuri,shotokai|karate-generic|shotokan|japanese-karate-generic|te|okinawan-kobudo,shotokai,japanese,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Mitsusuke_Harada
Q2456537,Mitsuyo Maeda,前田光世,,1878,1941,1903,,te,te,te,2,0,0,yes,,,,https://en.wikipedia.org/wiki/Mitsuyo_Maeda
W0023,Miyake Sango,,,,,,,,,,,0,0,,,,yes,
Q6884566,Miyuki Miura,三浦美幸,,1949,,1974,,shotokan|karate-generic|kyokushin|japanese-karate-generic|te|world-oyama,shotokan,japanese,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Miyuki_Miura
C00373,Moden Yabiku,屋比久孟伝,,1878,1941,,,karate-generic|ryukyu-kobujutsu-kenkyukai,ryukyu-kobujutsu-kenkyukai,kobudo,6,3,555,yes,,,,
Q182130,Morihei Ueshiba,植芝盛平,,1883,1969,1908,,daito-ryu|karate-generic|kito-ryu|shinkage-ryu|te|tenjin-shinyo-ryu|scrape-artefact|yagyu-shingan-ryu,daito-ryu,other,1,7,52,yes,,,,https://en.wikipedia.org/wiki/Morihei_Ueshiba
C00374,Morimasa Arakaki,,,,,,,karate-generic,karate-generic,other,14,0,0,yes,,,,
C00375,Morinobu Maeshiro,眞栄城守信,,,,,,karate-generic,karate-generic,other,13,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
Q2599967,Morio Higaonna,東恩納盛男,,1938,,1963,Shuri,goju-ryu|karate-generic|shorin-ryu|naha-te|okinawan-kobudo|japanese-karate-generic|nihon-kobudo|jundokan|iogkf,goju-ryu,naha-te,13,14,14,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,https://en.wikipedia.org/wiki/Morio_Higaonna
R0173,Moritoshi Ikeda,池田守利,,,,,,motobu-udundi,motobu-udundi,shuri-te,12,0,0,yes,,,yes,
Q15987727,Moses Powell,,,1941,2005,1966,,isshin-ryu|shorin-ryu|karate-generic|kung-fu|te,isshin-ryu,shuri-te,0,1,1,yes,,,,https://en.wikipedia.org/wiki/Moses_Powell
C00156,Moshigwa Ire,,,,,,,karate-generic,karate-generic,other,0,1,44,yes,,,,
Q6918025,Motokatsu Inoue,井上元勝,,1918,1993,1943,,okinawan-kobudo|karate-generic|koga-ryu|te|ryukyu-kobujutsu-hozon-shinko-kai,okinawan-kobudo,kobudo,15,3,3,yes,,,,https://en.wikipedia.org/wiki/Motokatsu_Inoue
A0167,Motokuni Sugiura,杉浦初久二,,1924,2015,,,shotokan,shotokan,japanese,15,1,8,yes,,,yes,
N0153,Musashi Miyamoto,,,,,,,,,,0,1,1,yes,,,yes,
R0209,Myung Jae-nam,,,,1999,,South Korea,hapkido|hankido,hapkido,korean,2,0,0,yes,,,yes,
R0210,Myung Kwang-sik,,,1940,2009,,"Seoul, then Detroit, then Los Angeles and Tustin, California",hapkido,hapkido,korean,3,0,0,yes,,,yes,
Q6956791,Nabe Matsumura,松村ナビー,,1860,1930,1885,,shorin-ryu|karate-generic|okinawan-karate-generic|te|fujian-white-crane,shorin-ryu,shuri-te,5,1,39,yes,,,,https://en.wikipedia.org/wiki/Nabe_Matsumura
W0027,Nakata Mizuhiko,,,,,,,,,,,0,0,,,,yes,
J0016,Nakazone Kinei (Nakasone Kinei),ナカゾネ キンエイ,,1936,2002,,,goju-ryu|shoreikan,goju-ryu,naha-te,15,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0003,Nam Tae-hi,남태희 (南太熙),,1929,2013,,,taekwondo|tang-soo-do|korean-martial-arts|itf-taekwondo|oh-do-kwan|chung-do-kwan,taekwondo,korean,16,3,7,yes,,,yes,https://en.wikipedia.org/wiki/Nam_Tae-hi
C00385,Nanko Minei,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
R0178,Naoki Ishikawa,石川直樹,,1942,2008,,Karafuto Prefecture (Sakhalin); trained in Nagoya; died in R,wado-ryu|wado-kokusai|wado-kai,wado-ryu,japanese,16,0,0,yes,,,yes,
A0220,Naoki Motobu,本部朝行,Motobu Naoki,,,,,motobu-ryu|motobu-udundi,motobu-ryu,shuri-te,14,0,0,yes,,,yes,
R0008,Naoki Omi,,,,,,"Tokyo, Japan; then France",kofukan|shukokai,kofukan,japanese,14,0,0,yes,,,yes,
Q130739281,Naonobu Ahagon,阿波根直信,,1940,,1965,Naha,shorin-ryu|uechi-ryu|okinawan-kobudo|karate-generic|te|shorin-ryu-reihokan,shorin-ryu,shuri-te,17,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,https://en.wikipedia.org/wiki/Ahagon_Naonobu
A0170,Naoyuki Chitose,,,,,,,chito-ryu,chito-ryu,japanese,14,0,0,yes,,,yes,
R0147,Nariharu Kuramoto,倉本成春,,1950,,,,kyokushin,kyokushin,kyokushin,1,0,0,yes,,,yes,
C00387,Narihiko Takamura,,,,,,,karate-generic,karate-generic,other,,0,0,,,,,
C00388,Natsukichi Shimabuku,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
Q912181,Nicholas Pettas,,,1973,,1998,,kyokushin|karate-generic|te,kyokushin,kyokushin,16,2,2,yes,,,,https://en.wikipedia.org/wiki/Nicholas_Pettas
J0080,Nisaburo Miki,三木二三郎,,,,,Tokyo; travelled to Okinawa,japanese-karate-generic|shuri-te|tomari-te|karate-generic,shuri-te,shuri-te,12,0,0,yes,,,yes,
Q7040172,Nisar Smiler,,,1953,,1978,,karate-generic|te,te,te,13,0,0,yes,,,,https://en.wikipedia.org/wiki/Nisar_Smiler
A0115,Noah Legel,,,,,,,kishimoto-di|shorin-ryu,kishimoto-di,shuri-te,19,0,0,yes,,,yes,
C00238,Noboru Amakawa,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
C00390,Noboru Isakawa,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
C00239,Noboru Miyagi,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
Q11436963,Noboru Osawa,大沢昇,Noboru Ōsawa,1942,,1967,,karate-generic|te,te,te,17,0,0,yes,,,,https://ja.wikipedia.org/wiki/%E5%A4%A7%E6%B2%A2%E6%98%87
C00240,Noboru Teruya,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
C00241,Noboru Uchima,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
C00242,Noboyuki Iguchi,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
A0199,Nobuaki Kakuda,角田信朗,,1961,,,,seidokaikan,seidokaikan,kyokushin,20,0,0,yes,,,yes,https://ja.wikipedia.org/wiki/%E8%A7%92%E7%94%B0%E4%BF%A1%E6%9C%97
A0194,Nobuaki Kanazawa,,,1972,,,,shotokan|skif,shotokan,japanese,20,0,0,yes,,,yes,
B0002,Nobuhide Asato,,,,,,,uechi-ryu,uechi-ryu,uechi-ryu,16,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
J0145,Nobuko Oshiro,大城信子,,,,,"Urasoe, Okinawa (浦添市内間4-19-8)",daishinkan,daishinkan,shuri-te,,0,0,,,,yes,
R0195,Nobuo Ichikawa,,,1941,2019,,"Vienna, Austria",doshinkan,doshinkan,japanese,15,1,1,yes,,,yes,
C00243,Nobuo Miyazato,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
A0072,Nobutake Shingake,,,,,,,okinawan-karate-generic,okinawan-karate-generic,other,0,1,10,yes,,,yes,
J0123,Nobuyuki Suga,須賀信行,,,2018,,,renbukai,renbukai,japanese,,0,0,,,,yes,
A0037,Noel Smith,,,,,,,shorin-ryu-shorinkan|kobayashi-shorin-ryu,shorin-ryu-shorinkan,shuri-te,17,0,0,yes,,,yes,
W0011,Nohara Hoichi ('Nohara no Ojisan'),,,,,,,,,,,0,0,,,,yes,
R0088,Nohara Kōei,野原耕栄,,,,,Okinawa,kobayashi-shorin-ryu,kobayashi-shorin-ryu,shuri-te,17,0,0,yes,,,yes,
Q11428483,Norichika Tsukamoto,塚本徳臣,,1974,,1999,,kyokushin|shinkyokushin|te,kyokushin,kyokushin,17,0,0,yes,,,,https://ja.wikipedia.org/wiki/%E5%A1%9A%E6%9C%AC%E5%BE%B3%E8%87%A3
R0080,Norihiro Yamamoto,,,,,,Japan,shoreikan|goju-ryu,shoreikan,naha-te,14,0,0,yes,,,yes,
J0074,Norio Nakamura,中村典夫,,,,,"Shibuya, Tokyo",renbukai|shudokan|karate-generic|japanese-karate-generic,renbukai,japanese,16,2,2,yes,,,yes,
C00244,Norisato Nakaima,仲井間憲里,,1819,1879,,,karate-generic,karate-generic,other,2,1,30,yes,,,,
J0044,Noritsune Genka,源河徳恒,Genka Noritsune,,,,,shorin-ryu-shorinkan,shorin-ryu-shorinkan,shuri-te,17,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
Q11557545,Noriyasu Hamai,浜井識安,,1954,2023,1979,,kyokushin|te,kyokushin,kyokushin,16,1,1,yes,,,,https://ja.wikipedia.org/wiki/%E6%B5%9C%E4%BA%95%E8%AD%98%E5%AE%89
C00397,Noriyasu Kinjo,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
Q29043185,Norman Robinson,,,1936,2025,1961,,karate-generic|te,te,te,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Norman_Robinson
R0119,Norman Small,,,,,,Australia,matsumura-seito,matsumura-seito,shuri-te,7,0,0,yes,,,yes,
J0171,Oh Se-jun,오세준,,,,,Seoul,moo-duk-kwan-taekwondo,moo-duk-kwan-taekwondo,korean,18,0,0,yes,,,yes,
R0114,Okada Toshirō,岡田俊郎,,,,,Japan,shorin-ryu-seibukan,shorin-ryu-seibukan,shuri-te,15,0,0,yes,,,yes,
J0181,Okamoto Minoru,岡本実,,,,,Tokyo,renbukai,renbukai,japanese,,0,0,,,,yes,
B0022,One-Eyed Toguchi,,,,,,,tomari-te,tomari-te,tomari-te,0,1,1,yes,,,yes,
C00409,Osamu Ozawa,,,1925,1998,,,karate-generic,karate-generic,other,14,0,0,yes,,,,
A0034,Oscar Higa,,,1945,,,,shorin-ryu-kyudokan|kobayashi-shorin-ryu,shorin-ryu-kyudokan,shuri-te,20,0,0,yes,,,yes,https://it.wikipedia.org/wiki/Oscar_Higa
Q3357770,Otti Roethof,,,1950,,1975,,karate-generic|te,te,te,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Otti_Roethof
A0189,Pan Yuba (Lin Dachong),林達崇,,,,,,fujian-white-crane,fujian-white-crane,chinese,5,1,849,yes,,,yes,https://zh.wikipedia.org/zh-hant/鳴鶴拳
Q110022261,Paolo Biotti Natoli,,,,,,,shotokan,shotokan,japanese,18,0,0,yes,,,,
A0174,Park Chul-hee,박철희,,1933,2016,,,taekwondo|korean-martial-arts|kang-duk-won,taekwondo,korean,15,1,1,yes,,,yes,https://en.wikipedia.org/wiki/Kang_Duk_Won
J0163,Park Hae-man,박해만,,,,,Seoul,chung-do-kwan|kukki-taekwondo,chung-do-kwan,korean,16,0,0,yes,,,yes,
A0180,Park Jong-soo,박종수,,1941,2021,,,taekwondo|korean-martial-arts|itf-taekwondo,taekwondo,korean,15,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Park_Jong-soo_(taekwondo)
A0181,Park Jung-tae,박정태,,1943,2002,,,taekwondo|korean-martial-arts|itf-taekwondo|gtf,taekwondo,korean,15,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Park_Jung-tae
Q7143413,Pat E Johnson,,Pat E. Johnson,1939,2023,1964,,karate-generic|kung-fu|taekwondo|tang-soo-do|te,kung-fu,chinese,19,0,0,yes,,,,https://en.wikipedia.org/wiki/Pat_E._Johnson
A0040,Pat Nakata,,,,2013,,,kobayashi-shorin-ryu|shorin-ryu,kobayashi-shorin-ryu,shuri-te,7,0,0,yes,,,yes,
Q7147128,Patrick McCarthy,,,,,1873,,te,te,te,15,0,0,yes,,,,https://en.wikipedia.org/wiki/Patrick_McCarthy
R0102,Patrick Rault,,,,,,France,shorin-ryu-kyudokan,shorin-ryu-kyudokan,shuri-te,19,0,0,yes,,,yes,
Q7151260,Paul Herbert,,,1974,,1999,,te,te,te,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Paul_Herbert
R0099,Paul Snader,,,,,,United States,beikoku-shidokan|shorin-ryu-shidokan,beikoku-shidokan,shuri-te,14,0,0,yes,,,yes,
Q3898157,Paul Starling,,,1948,,1973,,goju-kai|goju-ryu|shito-ryu|shotokan|wado-ryu|karate-generic|okinawan-kobudo,goju-kai,naha-te,14,1,1,yes,,,,https://en.wikipedia.org/wiki/Paul_Starling
Q1909096,Peechin Higa,比嘉親雲上,Higa Peechin,1790,1870,1815,,okinawan-kobudo|chinese-martial-arts|karate-generic|okinawan-karate-generic|chuan-fa|te,okinawan-kobudo,kobudo,,0,0,,,,,https://en.wikipedia.org/wiki/Higa_Peechin
Q7171725,Petar Majstorovic,,Petar Majstorović,1975,,2000,,seidokaikan|karate-generic|kyokushin|te,seidokaikan,kyokushin,21,0,0,yes,,,,https://en.wikipedia.org/wiki/Petar_Majstorovi%C4%87
Q7173266,Peter Chong,,,1941,,1966,,karate-generic|te,te,te,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Peter_Chong
Q115091,Peter Urban,,,1934,2009,1959,,karate-generic|te|usa-goju,usa-goju,naha-te,13,3,3,yes,,,,https://en.wikipedia.org/wiki/Peter_Urban
Q72716,Pino Presti,,,1943,,1968,,shotokan|karate-generic|te,shotokan,japanese,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Pino_Presti
A0201,Rafael Aghayev,Rafael Ağayev,,1985,,,,karate-generic,karate-generic,other,2,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Rafael_Aghayev
J0110,Raisuke Higa,比嘉来助,,,,,Okinawa,yamanni-ryu|okinawan-kobudo,yamanni-ryu,kobudo,6,1,16,yes,,,yes,
C00427,Ranho Maezato,真栄里蘭芳,Maesato Ranpo,1838,1904,,,karate-generic,karate-generic,other,1,1,6,yes,,,,
A0179,Rhee Ki-ha,이기하,,1938,,,,taekwondo|korean-martial-arts|itf-taekwondo,taekwondo,korean,15,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Rhee_Ki-ha
A0077,Richard Boyden,,,,,,,matsumura-seito,matsumura-seito,shuri-te,8,0,0,yes,,,yes,
Q2149940,Richard Kim,,,1917,2001,1942,,karate-generic|te,te,te,14,1,1,yes,,,,https://en.wikipedia.org/wiki/Richard_Kim
Q7328577,Richard Rabago,,,1943,2012,1968,,kobayashi-shorin-ryu,kobayashi-shorin-ryu,shuri-te,18,0,0,yes,,,,
A0074,Ricky Rose,,,,,,,matsumura-seito,matsumura-seito,shuri-te,8,0,0,yes,,,yes,
Q11449100,Rika Usami,宇佐美里香,,1986,,2011,,shito-ryu|goju-ryu|japanese-karate-generic|karate-generic|te|inoue-ha-shito-ryu,shito-ryu,japanese,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Rika_Usami
Q459861,Rina Takeda,,,1991,,2016,,shorin-ryu|karate-generic|te,shorin-ryu,shuri-te,,0,0,,,,,https://en.wikipedia.org/wiki/Rina_Takeda
Q369949,Robert Culp,,,1930,2010,1955,,te,te,te,3,0,0,yes,,,,https://en.wikipedia.org/wiki/Robert_Culp
C00249,Robert Donnely,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
Q136799394,Robert Heisner,,,1946,2024,1971,,bushido-kai|itosu-ryu|kyokushin|shotokan|wado-ryu|karate-generic|taekwondo,bushido-kai,other,15,0,0,yes,,,,https://en.wikipedia.org/wiki/Robert_Heisner
Q935081,Robert John Burke,,,1960,,1985,,shorin-ryu|karate-generic|te,shorin-ryu,shuri-te,,0,0,,,,,https://en.wikipedia.org/wiki/Robert_John_Burke
Q16187228,Robert Mustard,,,1956,,1981,,yoshinkan-aikido|kung-fu|te,yoshinkan-aikido,other,3,0,0,yes,,,,https://en.wikipedia.org/wiki/Robert_Mustard
A0059,Robert Scaglione,,,1938,,,,matsubayashi-ryu|ueshiro-shorin-ryu,matsubayashi-ryu,shuri-te,17,0,0,yes,,,yes,
Q7350475,Robert Trias,,,1923,1989,1948,Shuri,shuri-ryu|goju-ryu|shuri-te|karate-generic|kenpo|okinawan-karate-generic|te,shuri-ryu,shuri-te,15,2,2,yes,,,,https://en.wikipedia.org/wiki/Robert_Trias
Q2079584,Robert Wall,,,1939,2022,1964,,karate-generic|kyokushin-budokai|tang-soo-do|kyokushin|shorin-ryu|kung-fu|te|chun-kuk-do,kyokushin-budokai,kyokushin,19,0,0,yes,,,,https://en.wikipedia.org/wiki/Robert_Wall
C00430,Rod Lipka,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
A0101,Ron Mattie,,,,,,,wado-ryu,wado-ryu,japanese,16,0,0,yes,,,yes,
A0105,Ron Nix,,,1958,,,,seidokan|shorin-ryu|okinawan-kobudo,seidokan,shuri-te,17,0,0,yes,,,yes,
Q7364578,Ron van Clief,,,1943,,1968,,kung-fu|karate-generic|goju-ryu|shotokan|scrape-artefact|te|chinese-goju,kung-fu,chinese,15,0,0,yes,,,,https://en.wikipedia.org/wiki/Ron_van_Clief
